DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2015-Q1,99.38,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2015-Q2,99.55,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2015-Q3,100.92,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2015-Q4,100.15,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2016-Q1,99.73,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2016-Q2,100.24,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2016-Q3,102.36,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2016-Q4,101.84,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2017-Q1,102.53,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2017-Q2,103.53,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2017-Q3,105.65,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2017-Q4,105.24,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2018-Q1,105.51,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2018-Q2,106.42,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2018-Q3,108.65,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2018-Q4,108.58,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2019-Q1,108.55,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2019-Q2,109.85,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2019-Q3,112.33,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2019-Q4,112.69,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2020-Q1,113.87,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2020-Q2,115.52,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2020-Q3,117.80,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2020-Q4,119.27,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2021-Q1,120.15,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2021-Q2,122.12,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2021-Q3,126.11,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2021-Q4,127.52,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2022-Q1,128.60,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2022-Q2,130.83,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2022-Q3,134.34,p
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,FR,2022-Q4,133.73,p
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2008-Q1,123.19,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2008-Q2,124.01,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2008-Q3,126.34,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2008-Q4,123.02,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2009-Q1,122.58,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2009-Q2,118.48,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2009-Q3,116.37,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2009-Q4,114.28,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2010-Q1,112.07,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2010-Q2,110.49,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2010-Q3,109.52,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2010-Q4,109.80,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2011-Q1,108.81,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2011-Q2,110.53,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2011-Q3,111.31,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2011-Q4,111.99,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2012-Q1,111.36,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2012-Q2,109.86,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2012-Q3,109.09,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2012-Q4,105.40,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2013-Q1,105.28,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2013-Q2,104.63,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2013-Q3,104.97,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2013-Q4,103.63,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2014-Q1,102.94,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2014-Q2,103.82,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2014-Q3,103.00,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2014-Q4,102.14,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2015-Q1,101.05,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2015-Q2,99.13,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2015-Q3,99.86,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2015-Q4,99.96,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2016-Q1,101.21,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2016-Q2,100.28,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2016-Q3,101.31,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2016-Q4,100.75,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2017-Q1,100.85,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2017-Q2,104.55,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2017-Q3,105.13,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2017-Q4,108.45,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2018-Q1,109.44,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2018-Q2,109.26,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2018-Q3,112.32,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2018-Q4,113.54,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2019-Q1,117.55,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2019-Q2,120.60,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2019-Q3,121.36,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2019-Q4,124.90,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2020-Q1,128.25,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2020-Q2,130.57,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2020-Q3,129.75,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2020-Q4,132.95,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2021-Q1,134.19,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2021-Q2,139.03,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2021-Q3,141.44,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2021-Q4,144.99,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2022-Q1,152.25,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2022-Q2,157.94,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2022-Q3,162.44,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HR,2022-Q4,170.11,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2007-Q1,95.04,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2007-Q2,97.35,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2007-Q3,101.20,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2007-Q4,102.05,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2008-Q1,100.55,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2008-Q2,101.90,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2008-Q3,102.29,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2008-Q4,100.29,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2009-Q1,99.69,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2009-Q2,96.65,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2009-Q3,95.05,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2009-Q4,92.42,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2010-Q1,94.69,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2010-Q2,94.21,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2010-Q3,93.75,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2010-Q4,91.99,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2011-Q1,91.73,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2011-Q2,90.97,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2011-Q3,89.75,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2011-Q4,89.34,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2012-Q1,90.21,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2012-Q2,87.12,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2012-Q3,86.39,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2012-Q4,84.67,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2013-Q1,84.95,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2013-Q2,85.14,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2013-Q3,85.26,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2013-Q4,84.13,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2014-Q1,85.75,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2014-Q2,87.55,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2014-Q3,89.19,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2014-Q4,91.22,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2015-Q1,93.60,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2015-Q2,98.69,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2015-Q3,103.06,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2015-Q4,104.65,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2016-Q1,109.39,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2016-Q2,111.97,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2016-Q3,115.20,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2016-Q4,116.95,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2017-Q1,122.24,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2017-Q2,125.48,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2017-Q3,129.28,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2017-Q4,131.96,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2018-Q1,138.65,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2018-Q2,142.52,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2018-Q3,148.49,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2018-Q4,152.32,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2019-Q1,165.03,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2019-Q2,170.54,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2019-Q3,173.22,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2019-Q4,171.88,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2020-Q1,178.74,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2020-Q2,174.90,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2020-Q3,181.59,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2020-Q4,179.08,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2021-Q1,195.95,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2021-Q2,204.40,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2021-Q3,211.94,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2021-Q4,219.86,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2022-Q1,241.42,p
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2022-Q2,255.23,p
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2022-Q3,261.44,p
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,HU,2022-Q4,256.24,p
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2005-Q1,125.92,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2005-Q2,128.58,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2005-Q3,133.58,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2005-Q4,139.46,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2006-Q1,141.99,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2006-Q2,147.62,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2006-Q3,156.49,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2006-Q4,159.91,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2007-Q1,162.70,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2007-Q2,163.29,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2007-Q3,163.07,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2007-Q4,162.16,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2008-Q1,158.74,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2008-Q2,154.41,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2008-Q3,150.29,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2008-Q4,142.58,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2009-Q1,132.58,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2009-Q2,123.46,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2009-Q3,118.33,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2009-Q4,115.58,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2010-Q1,111.53,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2010-Q2,107.73,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2010-Q3,104.59,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2010-Q4,99.98,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2011-Q1,95.45,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2011-Q2,90.50,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2011-Q3,85.12,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2011-Q4,80.38,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2012-Q1,76.76,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2012-Q2,75.00,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2012-Q3,75.89,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2012-Q4,76.50,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2013-Q1,74.32,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2013-Q2,74.33,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2013-Q3,78.52,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2013-Q4,80.77,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2014-Q1,82.04,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2014-Q2,86.62,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2014-Q3,93.63,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2014-Q4,96.59,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2015-Q1,96.43,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2015-Q2,98.60,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2015-Q3,101.73,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2015-Q4,103.25,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2016-Q1,103.67,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2016-Q2,104.79,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2016-Q3,109.33,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2016-Q4,112.06,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2017-Q1,113.36,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2017-Q2,115.86,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2017-Q3,122.18,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2017-Q4,125.15,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2018-Q1,127.34,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2018-Q2,130.44,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2018-Q3,133.31,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2018-Q4,134.23,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2019-Q1,132.98,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2019-Q2,133.70,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2019-Q3,135.63,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2019-Q4,135.32,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2020-Q1,134.30,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2020-Q2,134.15,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2020-Q3,134.55,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2020-Q4,136.28,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2021-Q1,138.34,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2021-Q2,141.65,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2021-Q3,148.81,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2021-Q4,155.10,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2022-Q1,159.07,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2022-Q2,161.89,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2022-Q3,166.47,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IE,2022-Q4,168.52,p
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2010-Q1,116.80,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2010-Q2,117.90,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2010-Q3,118.80,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2010-Q4,118.90,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2011-Q1,118.30,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2011-Q2,120.70,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2011-Q3,120.30,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2011-Q4,119.50,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2012-Q1,119.00,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2012-Q2,118.10,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2012-Q3,115.90,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2012-Q4,113.60,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2013-Q1,110.50,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2013-Q2,110.20,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2013-Q3,108.60,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2013-Q4,107.10,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2014-Q1,105.70,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2014-Q2,104.70,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2014-Q3,103.50,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2014-Q4,101.90,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2015-Q1,99.70,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2015-Q2,99.80,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2015-Q3,100.70,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2015-Q4,99.80,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2016-Q1,99.80,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2016-Q2,100.50,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2016-Q3,100.70,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2016-Q4,100.00,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2017-Q1,99.10,
ESTAT:TIPSHO40(1.0),05/04/23 11:00:00,Q,INX_Q,IT,2017-Q2,99.60,
